statenum,casenum,numfatal,speeding,body,class
12,2268,1,0,4,small
18,642,1,0,34,large
22,110,1,0,4,small
28,284,1,0,34,large
29,868,1,0,34,large
37,134,1,0,4,small
48,610,1,0,34,large
48,2028,1,1,34,large
20,181,1,1,34,large
29,860,1,0,34,large
35,67,1,0,34,large
42,79,1,1,4,small
6,384,1,0,14,large
34,259,1,0,34,large
37,152,1,1,2,small
48,69,1,0,6,small
6,861,1,0,14,large
12,153,1,0,4,small
26,656,1,0,14,large
42,870,1,0,5,small
1,628,1,0,34,large
8,48,1,1,2,small
12,693,1,0,4,small
29,500,1,1,34,large
37,502,1,0,4,small
42,313,1,1,5,small
45,498,1,1,14,large
48,1555,1,0,14,large
18,313,1,0,34,large
32,85,2,1,4,small
34,395,1,0,4,small
47,914,1,0,4,small
22,90,1,0,34,large
28,103,1,0,34,large
41,104,1,0,14,large
42,273,1,0,34,large
55,124,1,0,14,large
5,385,1,0,20,large
6,3055,1,0,20,large
12,1203,1,0,4,small
17,171,1,1,2,small
19,125,1,1,4,small
34,22,1,0,14,large
45,245,1,0,4,small
49,227,1,0,4,small
54,194,1,0,20,large
55,411,1,1,3,small
4,548,1,0,34,large
12,3006,1,0,4,small
22,98,1,0,34,large
26,349,1,1,15,large
48,2967,1,0,34,large
49,219,1,0,4,small
51,183,1,0,14,large
12,2081,1,0,4,small
17,1031,1,0,4,small
51,71,1,0,15,large
21,612,2,1,14,large
12,1217,1,0,4,small
24,423,1,0,21,large
28,40,1,0,34,large
29,547,1,0,34,large
37,1067,1,1,4,small
47,357,1,0,4,small
48,755,1,0,20,large
48,1666,1,0,34,large
6,1928,1,0,14,large
9,30,1,0,14,large
12,2073,1,0,4,small
21,41,1,0,20,large
24,188,1,0,4,small
26,521,1,0,49,large
37,488,1,0,4,small
48,2885,1,0,4,small
53,301,1,0,20,large
6,2990,1,0,4,small
12,1973,1,0,2,small
20,184,1,0,15,large
37,80,1,1,20,large
45,739,1,0,4,small
48,1671,1,0,15,large
4,693,1,0,15,large
6,2351,1,0,14,large
12,1927,1,0,67,large
17,846,1,0,2,small
37,1037,1,0,14,large
1,796,1,1,4,small
6,804,1,0,15,large
32,191,1,1,2,small
35,20,1,1,34,large
36,26,1,1,34,large
40,61,1,0,34,large
42,640,1,1,2,small
51,65,1,0,14,large
5,168,1,0,14,large
17,871,1,0,34,large
4,341,1,1,14,large
19,233,3,0,4,small
37,510,1,1,4,small
5,404,1,1,2,small
13,1393,1,0,6,small
54,96,1,0,34,large
8,392,2,0,14,large
26,946,1,1,9,rej
48,3127,1,0,4,small
5,327,1,0,1,small
6,2688,1,1,14,large
39,153,1,0,4,small
48,268,1,0,4,small
18,51,1,0,4,small
18,774,1,0,67,large
19,238,2,0,34,large
22,482,1,1,34,large
28,229,1,0,34,large
42,598,1,0,14,large
48,3355,1,0,4,small
1,58,1,1,4,small
1,512,4,1,14,large
12,1748,1,0,6,small
40,348,1,0,14,large
42,130,1,0,2,small
48,1193,1,1,14,large
1,231,1,0,4,small
6,2401,1,0,34,large
22,602,1,0,15,large
37,996,3,1,4,small
13,578,1,0,34,large
16,45,1,0,15,large
40,356,1,0,4,small
42,835,1,1,2,small
48,1421,1,0,14,large
4,932,1,0,34,large
6,76,1,0,4,small
8,402,1,0,2,small
48,11,1,1,14,large
48,3359,1,1,6,small
6,2342,2,1,14,large
22,709,1,0,34,large
48,3390,1,0,34,large
1,713,1,0,67,large
6,50,1,0,34,large
23,11,1,1,4,small
35,341,1,1,34,large
36,68,1,1,4,small
18,219,1,0,6,small
36,537,1,0,4,small
47,172,1,0,2,small
1,205,1,0,34,large
48,1761,2,0,34,large
55,174,1,0,34,large
1,37,1,0,14,large
12,967,1,0,4,small
29,645,1,1,14,large
37,746,1,0,4,small
12,47,1,0,34,large
39,925,1,0,34,large
1,126,1,0,34,large
17,1010,1,0,14,large
18,427,1,0,4,small
39,724,1,0,4,small
40,390,1,1,34,large
56,97,1,1,4,small
4,159,1,1,4,small
17,28,1,0,20,large
42,675,1,0,4,small
26,678,1,0,4,small
28,193,1,0,15,large
6,2561,1,0,4,small
22,540,1,0,4,small
26,858,1,1,4,small
39,653,1,1,5,small
49,180,1,0,3,small
19,109,1,0,14,large
21,63,1,0,16,large
22,132,1,0,4,small
34,521,1,0,4,small
39,305,1,0,2,small
39,1077,2,0,4,small
45,180,1,1,6,small
48,1585,2,0,15,large
48,2125,1,0,4,small
6,2323,2,1,34,large
30,28,1,1,34,large
51,440,1,1,14,large
11,10,1,1,14,large
21,541,1,1,4,small
24,432,1,0,4,small
48,2843,1,0,34,large
55,532,1,0,34,large
6,1823,1,1,4,small
29,159,1,0,4,small
48,2851,1,1,34,large
2,54,1,0,6,small
40,435,1,0,34,large
1,373,1,1,4,small
6,2524,1,0,2,small
48,1213,1,0,34,large
28,48,1,0,34,large
36,940,1,0,34,large
48,1792,1,0,34,large
6,1819,1,0,2,small
17,633,1,0,14,large
29,576,1,0,14,large
40,21,1,0,67,large
12,1967,1,0,34,large
29,880,1,1,9,rej
40,463,1,0,4,small
48,715,1,1,4,small
48,759,1,0,5,small
6,796,1,0,15,large
12,2522,3,0,2,small
13,720,1,0,6,small
28,482,2,0,4,small
1,537,2,1,4,small
4,333,1,0,14,large
5,71,1,0,4,small
6,552,1,1,1,small
20,249,1,0,14,large
41,97,1,0,34,large
47,906,1,0,4,small
54,54,1,0,14,large
29,153,1,0,3,small
48,1868,1,0,14,large
6,66,1,0,6,small
12,360,1,1,2,small
12,395,1,0,15,large
22,562,1,0,21,large
47,336,1,0,14,large
48,1408,2,0,39,large
6,1949,1,1,4,small
37,201,1,0,34,large
47,745,1,1,2,small
48,2252,1,1,14,large
49,45,1,1,4,small
54,276,1,0,34,large
35,222,1,0,14,large
53,509,1,1,34,large
54,116,1,0,4,small
9,72,1,0,34,large
18,203,1,0,34,large
18,697,1,0,34,large
51,564,1,0,4,small
36,168,1,0,4,small
39,15,1,1,34,large
42,868,1,1,6,small
47,809,1,0,34,large
21,638,1,0,14,large
20,131,1,0,14,large
30,74,1,0,34,large
48,1124,1,0,14,large
48,3174,1,0,5,small
12,841,1,0,4,small
16,129,2,1,1,small
21,6,1,0,34,large
21,157,1,0,4,small
25,317,1,0,6,small
34,90,1,0,4,small
37,489,1,0,14,large
51,68,1,0,6,small
4,912,1,0,4,small
12,937,1,0,14,large
6,1050,2,0,2,small
12,2469,1,0,34,large
28,264,1,1,4,small
39,405,1,1,14,large
48,2008,1,0,4,small
4,104,1,1,4,small
37,865,1,0,14,large
42,264,1,0,34,large
47,296,2,0,14,large
5,409,1,0,15,large
12,1661,1,0,34,large
13,120,1,0,4,small
39,494,1,0,34,large
6,2749,1,0,4,small
8,397,4,1,15,large
13,128,1,0,4,small
22,563,1,0,4,small
34,91,1,0,4,small
37,789,1,1,34,large
27,145,1,0,34,large
45,327,1,0,34,large
45,586,1,0,34,large
48,2635,1,0,4,small
48,3356,1,0,14,large
53,418,1,0,4,small
8,266,1,0,4,small
37,1239,1,0,4,small
39,397,1,0,14,large
48,1843,1,1,10,small
5,334,1,0,34,large
8,274,1,0,4,small
17,137,1,1,15,large
19,223,1,0,6,small
48,1731,1,0,6,small
48,2756,1,0,2,small
53,436,1,0,2,small
54,178,1,1,15,large
4,355,1,0,4,small
29,402,1,0,4,small
48,1139,1,0,3,small
55,335,1,0,2,small
22,278,1,1,34,large
22,684,1,0,2,small
47,64,1,0,1,small
6,1871,1,0,4,small
13,139,1,0,34,large
22,153,1,0,67,large
31,78,1,0,34,large
40,113,1,0,3,small
13,301,1,0,14,large
35,146,1,1,34,large
37,530,1,0,34,large
55,127,1,0,6,small
4,195,1,0,34,large
13,309,1,1,14,large
27,40,1,0,14,large
36,741,1,1,4,small
1,310,1,1,4,small
5,99,1,1,34,large
8,439,1,0,14,large
21,589,1,0,4,small
39,564,1,0,34,large
53,250,1,0,34,large
55,201,1,0,4,small
29,12,1,0,14,large
35,13,1,1,34,large
51,496,1,0,14,large
5,128,1,1,14,large
16,153,1,0,34,large
32,100,1,0,6,small
34,430,1,1,34,large
39,254,2,0,20,large
53,535,1,0,4,small
55,161,1,1,4,small
6,3124,1,0,4,small
39,1085,1,0,4,small
6,1413,1,1,34,large
8,41,1,1,2,small
9,115,1,0,4,small
24,496,1,0,14,large
29,336,1,1,6,small
36,858,1,1,4,small
1,365,1,0,4,small
18,669,1,0,4,small
48,874,4,1,34,large
4,454,1,0,6,small
6,556,1,0,14,large
9,178,1,0,20,large
21,340,1,0,14,large
36,54,1,0,14,large
37,581,2,0,4,small
45,912,1,0,15,large
47,327,1,0,14,large
48,3050,1,0,4,small
12,460,1,0,14,large
48,1743,1,0,14,large
9,156,1,0,14,large
17,586,1,1,14,large
26,7,1,1,2,small
26,16,1,0,34,large
28,7,1,0,14,large
34,474,1,1,4,small
4,337,1,0,6,small
13,746,1,1,4,small
37,1122,1,0,4,small
1,114,1,0,4,small
12,411,1,0,4,small
12,599,1,1,4,small
28,209,1,0,4,small
29,294,1,1,2,small
31,115,1,0,14,large
6,3261,1,0,34,large
12,686,1,0,14,large
12,2905,1,1,3,small
42,732,1,1,14,large
55,502,1,1,6,small
4,571,1,0,34,large
8,71,1,0,14,large
12,549,1,0,34,large
12,999,2,0,3,small
13,77,1,0,1,small
13,1106,1,0,4,small
39,230,1,0,4,small
45,37,1,1,34,large
48,261,1,0,14,large
48,2557,1,0,4,small
1,859,1,0,4,small
12,1787,1,0,34,large
19,50,1,0,6,small
20,344,1,0,2,small
37,954,1,0,34,large
51,537,1,0,34,large
21,131,1,0,34,large
25,288,1,1,4,small
39,152,1,0,4,small
48,1589,1,0,34,large
12,494,1,0,34,large
15,14,1,0,14,large
16,113,1,1,34,large
20,182,1,0,16,large
26,322,1,0,34,large
45,837,1,0,34,large
12,1920,1,0,34,large
16,187,1,0,4,small
39,913,1,1,4,small
53,496,1,1,4,small
6,1996,1,0,4,small
24,21,2,0,6,small
28,382,1,0,4,small
47,197,1,1,1,small
48,213,1,0,4,small
51,538,1,0,34,large
25,101,1,1,3,small
39,563,3,0,34,large
42,48,1,1,15,large
45,677,1,0,20,large
6,2274,1,0,2,small
42,1025,1,0,34,large
6,1457,1,0,3,small
28,443,1,0,4,small
47,4,2,0,4,small
47,528,1,0,5,small
48,2224,1,0,34,large
55,450,1,0,4,small
12,2080,1,0,4,small
36,601,1,0,14,large
37,1075,2,0,15,large
48,358,1,0,67,large
4,648,2,0,34,large
4,865,1,1,4,small
29,600,1,0,2,small
4,310,1,0,8,small
8,459,1,1,6,small
26,591,1,0,5,small
26,63,1,0,34,large
48,3057,1,0,4,small
49,92,1,0,21,large
17,1036,1,0,1,small
19,176,1,0,6,small
42,57,1,0,20,large
45,461,1,1,34,large
48,2133,1,0,4,small
6,250,1,0,14,large
6,526,1,0,2,small
36,365,1,0,20,large
38,48,1,0,34,large
45,198,1,1,4,small
48,1067,1,0,4,small
25,76,1,0,4,small
42,432,1,0,4,small
6,2902,1,0,34,large
17,1001,1,0,14,large
39,279,1,1,14,large
48,2674,1,0,15,large
12,35,1,0,4,small
21,523,1,0,6,small
37,981,1,0,15,large
12,1947,1,0,4,small
22,63,1,0,20,large
48,511,1,0,4,small
6,625,1,0,15,large
26,142,1,0,34,large
51,142,1,0,4,small
45,807,1,1,6,small
48,2155,1,0,16,large
18,42,1,0,4,small
18,851,1,0,14,large
47,806,2,0,14,large
48,240,1,1,2,small
1,632,1,1,20,large
6,812,1,0,4,small
6,1071,1,1,4,small
24,495,1,0,4,small
36,764,1,0,15,large
37,558,1,0,4,small
45,865,1,1,15,large
12,2629,1,0,4,small
17,960,1,0,21,large
26,828,1,0,14,large
41,133,1,0,4,small
48,3273,1,1,34,large
13,738,1,0,4,small
26,482,1,0,4,small
49,46,1,1,4,small
9,164,1,0,14,large
37,656,1,0,34,large
48,408,2,0,4,small
48,2972,1,0,14,large
26,158,1,0,6,small
26,750,1,0,9,rej
35,306,1,1,4,small
39,221,1,0,5,small
48,2259,1,0,4,small
6,516,1,0,20,large
17,378,1,0,6,small
48,2475,1,0,34,large
17,800,1,0,34,large
6,1090,1,0,2,small
6,2066,1,0,5,small
8,426,1,0,67,large
12,1524,1,0,4,small
13,605,1,0,4,small
21,256,1,0,34,large
36,400,1,1,34,large
12,896,1,0,4,small
13,265,1,0,34,large
21,697,1,0,16,large
40,578,1,0,6,small
45,614,1,0,4,small
48,221,1,1,4,small
48,279,1,0,2,small
47,926,1,0,34,large
17,100,1,0,4,small
26,3,1,0,34,large
29,364,1,0,34,large
35,155,1,0,14,large
42,1043,1,0,4,small
6,2882,1,0,14,large
12,1608,1,0,4,small
17,131,1,1,6,small
28,167,1,0,14,large
48,3407,1,0,14,large
22,554,1,0,34,large
37,1162,1,0,14,large
54,22,1,1,14,large
23,72,1,0,15,large
45,397,1,1,4,small
41,153,3,0,14,large
49,44,1,1,4,small
4,4,1,0,4,small
6,1613,1,0,2,small
12,2590,3,0,21,large
13,391,1,0,34,large
29,225,1,1,34,large
39,267,1,0,5,small
48,846,1,0,4,small
29,217,1,1,34,large
1,691,1,1,14,large
12,483,3,0,6,small
12,2437,1,0,4,small
13,1423,1,0,2,small
37,1098,1,0,4,small
48,1105,1,1,34,large
8,230,1,1,34,large
42,451,1,0,14,large
54,71,1,1,4,small
54,79,2,0,14,large
25,59,1,0,20,large
28,195,3,0,15,large
29,800,1,0,6,small
41,37,1,0,2,small
18,401,1,0,4,small
53,234,1,1,20,large
12,1917,1,0,6,small
18,393,1,0,4,small
28,216,1,0,4,small
37,294,2,0,14,large
16,88,1,0,6,small
21,375,1,0,34,large
34,498,1,0,14,large
42,593,1,1,4,small
48,916,1,0,34,large
53,455,2,0,4,small
6,117,1,0,34,large
6,1225,1,0,14,large
17,348,1,0,15,large
20,341,1,0,14,large
26,541,1,0,20,large
29,70,1,0,4,small
41,122,1,0,1,small
42,828,1,1,34,large
17,886,1,0,34,large
36,857,1,1,14,large
39,581,1,0,21,large
48,252,1,0,34,large
12,835,1,0,14,large
47,799,1,0,34,large
48,685,1,0,20,large
48,908,1,0,34,large
4,117,1,0,4,small
12,1982,1,0,5,small
18,220,1,1,4,small
39,151,1,0,4,small
48,1637,1,0,15,large
10,81,1,0,6,small
37,237,1,0,14,large
8,132,1,0,21,large
12,2142,1,0,15,large
13,761,1,0,34,large
18,345,1,0,20,large
35,116,1,0,4,small
36,725,1,1,4,small
39,311,1,0,14,large
39,772,1,1,34,large
12,2799,1,0,4,small
13,25,1,1,15,large
37,648,1,0,4,small
39,500,1,0,14,large
39,730,1,0,4,small
6,1957,1,0,14,large
6,2207,1,1,5,small
17,462,1,1,4,small
41,235,1,0,15,large
47,55,1,0,34,large
48,1867,1,0,5,small
12,194,1,0,34,large
12,2137,1,0,34,large
13,312,1,0,4,small
20,364,1,1,34,large
36,862,1,0,21,large
38,67,1,0,4,small
5,93,1,0,2,small
20,152,1,0,14,large
26,512,1,0,4,small
40,172,1,0,34,large
17,832,1,1,4,small
18,722,1,1,14,large
21,21,1,0,34,large
42,766,1,1,4,small
6,1195,2,0,20,large
25,211,1,0,4,small
28,258,1,0,34,large
37,150,1,0,2,small
47,417,1,0,34,large
48,1035,1,1,4,small
45,216,1,1,4,small
48,1375,1,0,67,large
6,1964,1,0,34,large
42,939,1,0,4,small
4,143,1,0,34,large
5,161,1,0,20,large
6,1998,1,0,4,small
25,265,1,0,34,large
42,986,1,0,14,large
48,379,1,0,4,small
12,667,1,0,4,small
12,1393,1,0,34,large
23,83,1,1,34,large
48,110,2,0,14,large
48,1968,1,0,4,small
12,1323,1,0,4,small
22,79,1,0,4,small
22,322,1,0,34,large
27,197,1,0,4,small
6,920,1,0,4,small
12,185,1,1,1,small
24,481,1,0,5,small
48,2018,2,1,2,small
6,34,1,0,14,large
12,11,1,0,4,small
15,96,1,0,15,large
37,1010,1,0,4,small
37,1253,1,0,34,large
12,381,1,0,4,small
48,1014,1,0,14,large
53,78,1,1,34,large
12,2210,2,0,34,large
48,2175,1,0,34,large
48,3330,1,0,14,large
40,553,1,1,34,large
6,1065,1,0,4,small
18,184,1,0,4,small
39,679,1,0,2,small
40,462,2,1,15,large
5,7,1,0,14,large
6,1254,1,0,4,small
6,1344,1,0,34,large
6,1497,1,0,34,large
12,2365,2,0,14,large
26,945,1,0,4,small
32,54,1,0,14,large
6,987,1,1,15,large
12,2750,1,0,14,large
21,47,1,0,4,small
28,484,1,0,4,small
29,607,1,0,14,large
37,599,1,0,14,large
51,111,1,1,2,small
54,97,1,0,34,large
6,75,1,0,4,small
15,80,1,0,6,small
22,149,1,1,34,large
30,102,2,1,3,small
12,1274,1,0,14,large
13,311,1,0,15,large
13,691,1,0,4,small
37,5,1,1,2,small
40,234,1,0,4,small
56,9,1,1,34,large
26,331,1,0,4,small
48,2361,1,0,15,large
13,510,1,0,4,small
17,498,1,1,4,small
36,304,1,0,2,small
37,919,1,0,34,large
45,612,1,1,34,large
35,220,2,1,14,large
42,781,1,0,6,small
55,403,1,0,14,large
1,559,1,1,4,small
21,174,1,0,34,large
6,397,1,1,20,large
6,2931,1,0,4,small
6,3174,1,0,34,large
12,799,1,0,14,large
23,137,1,0,14,large
32,206,1,1,15,large
39,645,1,0,14,large
1,667,1,0,5,small
4,184,1,1,15,large
18,497,1,0,4,small
24,3,1,0,4,small
29,881,1,1,4,small
4,748,1,0,4,small
6,2326,1,0,34,large
9,153,2,1,4,small
12,175,1,0,6,small
12,517,1,0,5,small
12,1936,1,0,34,large
13,1394,1,1,4,small
39,616,1,0,15,large
51,98,1,0,4,small
6,200,1,0,21,large
17,686,1,0,6,small
32,243,1,1,14,large
37,738,1,0,34,large
48,720,1,0,14,large
48,1368,1,0,14,large
6,188,1,1,20,large
17,88,2,1,14,large
20,180,1,0,15,large
38,101,1,0,34,large
4,541,1,1,34,large
6,471,1,0,34,large
29,873,1,0,4,small
45,854,1,0,15,large
53,127,1,0,34,large
4,109,1,0,4,small
9,70,1,0,15,large
22,260,1,0,4,small
28,162,1,0,34,large
34,511,1,0,4,small
36,271,1,0,20,large
6,2914,2,0,4,small
21,171,1,0,15,large
6,711,1,0,4,small
13,320,1,0,4,small
18,39,1,0,4,small
20,85,1,0,4,small
21,26,1,1,15,large
6,1802,1,0,1,small
6,2946,1,1,14,large
40,183,1,0,2,small
47,765,1,0,4,small
53,257,1,0,39,large
17,79,1,0,14,large
17,253,1,0,4,small
22,333,1,0,2,small
37,715,1,1,15,large
48,1431,1,1,34,large
4,213,1,0,4,small
17,296,1,0,6,small
25,203,1,0,4,small
28,278,1,0,34,large
39,1120,1,0,4,small
51,457,1,0,20,large
54,246,1,0,16,large
12,290,1,0,34,large
37,535,1,1,4,small
45,227,2,1,34,large
1,350,1,1,4,small
32,148,1,0,2,small
39,521,1,0,4,small
6,2716,1,0,34,large
12,1546,1,0,34,large
22,303,1,0,6,small
22,580,1,0,4,small
29,483,1,0,4,small
33,19,1,1,34,large
53,75,1,0,15,large
12,1413,1,0,34,large
21,530,1,0,4,small
32,41,2,0,16,large
22,195,4,1,4,small
40,616,1,0,20,large
53,517,1,1,67,large
6,332,1,1,5,small
20,139,1,0,34,large
36,122,1,1,14,large
36,932,1,0,34,large
48,2975,1,0,34,large
49,217,1,0,4,small
55,534,1,0,34,large
18,271,1,1,6,small
25,196,1,0,1,small
26,173,1,0,16,large
31,202,1,1,15,large
36,326,1,0,14,large
37,431,1,0,4,small
48,2420,1,0,34,large
6,2167,1,1,4,small
12,1114,1,0,4,small
22,288,1,0,4,small
29,266,1,0,4,small
30,97,1,0,3,small
45,63,1,1,4,small
48,1604,1,0,34,large
1,112,1,0,4,small
6,1585,2,0,4,small
12,1122,1,0,4,small
39,123,1,0,4,small
41,181,1,0,3,small
45,723,1,0,4,small
47,411,1,0,4,small
6,2571,1,0,34,large
26,569,1,0,4,small
36,745,1,0,4,small
36,886,1,1,20,large
48,2263,2,0,4,small
55,432,1,1,4,small
6,669,1,0,6,small
6,1574,1,0,34,large
42,16,1,1,20,large
13,300,1,1,4,small
6,18,1,0,5,small
21,41,1,0,34,large
48,3071,1,0,34,large
53,169,1,0,20,large
6,473,1,0,4,small
12,1908,1,0,34,large
19,242,2,0,4,small
22,461,1,0,4,small
28,335,1,0,34,large
45,697,1,0,34,large
6,10,1,0,5,small
6,2995,1,1,4,small
17,804,1,1,4,small
21,411,1,0,34,large
36,841,1,0,15,large
45,157,2,1,4,small
53,292,1,0,15,large
54,153,1,1,34,large
12,256,1,0,4,small
39,366,1,0,34,large
40,157,1,1,15,large
48,1974,1,0,34,large
13,643,1,0,3,small
30,9,1,0,14,large
42,471,1,0,14,large
4,569,1,0,34,large
12,437,1,1,4,small
37,871,1,1,34,large
48,280,1,0,34,large
53,466,1,1,6,small
4,577,1,1,34,large
18,256,1,1,4,small
26,267,1,0,4,small
12,791,2,0,34,large
13,1406,1,0,4,small
18,18,1,0,14,large
19,244,1,0,34,large
37,749,1,1,2,small
41,365,1,0,3,small
4,97,1,0,20,large
6,1561,1,1,34,large
12,429,1,0,4,small
12,1781,1,0,5,small
19,236,1,0,34,large
40,79,3,0,20,large
54,91,1,1,4,small
17,411,5,0,20,large
26,41,1,0,6,small
37,48,1,0,4,small
42,680,1,0,15,large
12,2680,2,0,34,large
17,557,1,1,15,large
28,125,1,0,34,large
28,560,1,0,14,large
34,97,1,0,4,small
48,351,1,0,20,large
22,176,1,0,21,large
22,596,1,1,14,large
29,64,1,0,34,large
37,326,1,1,4,small
37,953,1,1,4,small
47,748,2,1,34,large
48,396,1,0,2,small
1,430,1,0,5,small
6,2672,1,0,15,large
12,1403,2,0,14,large
6,2823,1,0,20,large
6,3328,1,0,14,large
27,156,1,0,6,small
31,50,1,0,4,small
37,716,1,1,4,small
37,837,1,0,20,large
46,88,1,1,34,large
20,201,1,0,21,large
29,488,1,0,1,small
37,33,1,1,2,small
39,422,3,0,4,small
51,406,1,0,34,large
53,279,1,0,34,large
18,106,1,0,14,large
18,124,2,0,4,small
47,773,1,0,4,small
48,2545,1,0,34,large
6,570,1,0,4,small
6,1262,1,0,20,large
6,1607,1,0,5,small
12,1725,1,0,21,large
21,536,1,0,34,large
22,699,1,0,34,large
28,512,1,0,4,small
36,480,1,0,4,small
40,59,1,0,34,large
40,420,1,0,34,large
40,423,1,0,2,small
4,19,1,1,14,large
27,200,1,0,15,large
6,1347,1,0,20,large
6,2484,1,1,6,small
10,98,1,0,4,small
12,2055,1,0,4,small
13,397,1,0,4,small
29,222,2,0,14,large
37,1171,1,1,4,small
40,304,1,0,34,large
6,1986,1,1,4,small
6,2733,2,0,4,small
23,42,1,0,3,small
6,77,1,0,16,large
6,1191,1,1,34,large
12,1181,1,0,15,large
29,879,1,1,34,large
37,410,1,0,4,small
51,126,1,0,14,large
6,292,1,0,4,small
12,282,1,0,34,large
12,2388,1,0,4,small
17,731,1,0,21,large
6,157,1,0,78,large
6,2786,1,0,4,small
13,650,1,0,14,large
47,146,1,0,4,small
47,717,1,0,20,large
47,849,1,0,14,large
48,1063,1,0,4,small
48,2929,1,0,4,small
4,199,1,0,34,large
8,103,1,0,15,large
12,2902,1,0,15,large
18,823,1,0,5,small
42,93,1,1,6,small
6,1881,1,0,4,small
17,671,1,1,4,small
32,221,1,0,34,large
36,182,1,1,4,small
36,897,1,0,14,large
6,2311,1,0,14,large
8,97,1,0,34,large
12,1685,1,0,4,small
20,132,1,0,14,large
12,1837,1,0,4,small
36,477,1,0,2,small
6,2404,1,1,4,small
18,581,1,0,14,large
24,244,2,0,4,small
17,652,1,0,2,small
26,85,2,0,4,small
40,457,2,0,34,large
6,598,1,1,4,small
6,2541,1,0,4,small
20,362,1,1,4,small
24,478,3,1,4,small
37,973,1,0,4,small
6,2750,1,1,5,small
34,278,1,0,3,small
45,119,1,1,14,large
45,349,1,1,4,small
48,2135,1,0,67,large
51,754,1,0,20,large
54,30,2,0,34,large
12,1944,2,0,2,small
21,711,1,0,4,small
26,475,1,0,5,small
53,251,1,0,34,large
12,177,1,0,2,small
12,2705,1,0,6,small
17,188,1,0,4,small
17,914,1,0,34,large
26,122,1,0,20,large
28,323,1,1,34,large
53,262,1,1,20,large
9,105,1,1,34,large
12,2235,1,0,14,large
13,647,1,0,2,small
35,59,1,0,14,large
51,239,1,0,14,large
55,379,1,0,6,small
6,3015,1,0,4,small
17,984,1,1,4,small
36,319,1,0,4,small
37,911,1,0,34,large
9,118,1,1,49,large
12,2003,1,0,2,small
24,128,1,0,4,small
45,376,1,1,14,large
48,1994,1,0,34,large
12,1435,1,0,14,large
42,578,1,1,1,small
51,324,1,0,4,small
51,391,1,0,14,large
13,159,1,0,4,small
34,518,1,0,14,large
42,826,1,0,4,small
55,85,1,0,67,large
5,299,1,1,34,large
6,1997,3,0,14,large
13,257,1,0,34,large
16,197,1,0,4,small
23,21,1,0,20,large
38,89,1,0,16,large
40,381,1,0,34,large
51,449,1,0,4,small
54,196,1,1,4,small
1,712,1,0,4,small
5,319,1,0,34,large
12,2986,1,0,34,large
36,174,1,0,4,small
39,653,1,1,14,large
40,483,1,0,4,small
46,57,5,0,6,small
1,732,1,0,4,small
6,2919,1,1,20,large
12,1665,1,0,4,small
12,2633,1,0,14,large
13,427,1,0,34,large
48,2232,1,0,34,large
53,437,1,0,15,large
17,969,1,0,4,small
23,20,1,0,14,large
37,478,1,0,14,large
46,77,2,0,34,large
48,2605,1,0,2,small
6,1420,1,0,1,small
17,826,1,1,16,large
18,9,1,0,34,large
24,10,1,1,14,large
24,240,1,0,4,small
32,178,1,0,14,large
39,103,1,0,4,small
48,1679,1,1,2,small
21,473,1,0,4,small
27,89,1,1,2,small
36,862,1,0,4,small
45,751,1,0,4,small
48,3206,1,0,14,large
55,452,1,0,4,small
6,2930,1,0,14,large
12,842,1,0,34,large
12,1072,1,0,14,large
12,1302,1,0,14,large
17,739,1,0,14,large
45,884,1,0,4,small
18,399,1,0,34,large
32,18,1,0,4,small
32,248,1,0,4,small
37,708,1,0,4,small
39,852,2,0,4,small
45,192,2,0,14,large
6,3284,2,0,4,small
6,3309,1,1,20,large
15,29,1,1,4,small
20,370,1,0,14,large
48,3343,1,0,4,small
53,16,1,0,4,small
6,55,1,0,4,small
12,805,1,0,2,small
16,76,1,0,15,large
17,669,1,0,34,large
20,156,1,0,6,small
26,722,1,0,4,small
37,439,1,0,20,large
48,14,2,0,14,large
48,3038,1,0,4,small
12,1447,1,0,4,small
12,1961,1,0,15,large
20,300,1,0,34,large
48,6,1,0,2,small
53,406,1,1,4,small
1,322,1,0,4,small
15,56,1,0,14,large
37,258,1,0,4,small
37,961,1,0,14,large
10,56,1,0,34,large
42,291,1,0,4,small
48,2149,1,0,4,small
12,2075,1,0,4,small
21,689,1,0,34,large
24,483,1,0,34,large
34,222,1,0,4,small
34,436,1,1,34,large
34,542,1,0,4,small
37,88,1,0,14,large
39,261,1,0,2,small
26,835,1,0,34,large
4,772,1,1,14,large
6,1183,1,0,34,large
19,153,1,0,14,large
40,24,1,1,5,small
49,189,1,0,4,small
4,869,1,0,4,small
12,1045,1,0,14,large
13,988,1,0,4,small
21,459,1,1,2,small
34,149,1,0,6,small
1,494,1,0,4,small
4,241,1,0,4,small
12,647,1,0,4,small
47,138,1,0,4,small
48,2033,1,0,3,small
48,2937,1,1,4,small
22,706,1,0,34,large
40,305,1,0,34,large
47,836,1,1,67,large
4,235,1,1,34,large
13,1023,1,0,14,large
35,338,1,1,34,large
6,3111,1,0,4,small
12,1448,1,0,4,small
26,239,1,0,4,small
29,559,1,0,4,small
47,534,1,0,34,large
35,330,1,1,34,large
39,194,1,0,14,large
42,186,1,0,4,small
42,873,1,0,6,small
45,674,1,0,15,large
19,49,1,0,14,large
26,387,1,0,4,small
33,82,1,1,4,small
46,45,1,0,4,small
